,#,When,Who,Problem,Lang,Verdict,Time,Memory
1781,466198,May/22/2011 19:16,tourist,A - Reflection,Delphi,Wrong answer on pretest 5,10 ms,900 KB
1782,463260,May/20/2011 20:40,tourist,C - Petya and Tree,Delphi,Accepted,140 ms,63800 KB
1783,463084,May/20/2011 20:34,tourist,C - Petya and Tree,Delphi,Wrong answer on pretest 3,10 ms,63800 KB
1784,462588,May/20/2011 20:15,tourist,D - Sum of Medians,Delphi,Accepted,280 ms,15700 KB
1785,461951,May/20/2011 19:50,tourist,E - Guard Towers,Delphi,Accepted,30 ms,900 KB
1786,460605,May/20/2011 19:15,tourist,B - Embassy Queue,Delphi,Accepted,50 ms,3200 KB
1787,460184,May/20/2011 19:07,tourist,A - Domino,Delphi,Accepted,30 ms,800 KB
1788,450578,May/13/2011 20:28,tourist,E - Two Subsequences,Delphi,Accepted,1560 ms,110500 KB
1789,449796,May/13/2011 20:10,tourist,D - Numbers,Delphi,Accepted,2910 ms,200300 KB
1790,449025,May/13/2011 19:53,tourist,C - Track,Delphi,Accepted,670 ms,900 KB
1791,449008,May/13/2011 19:53,tourist,C - Track,Delphi,Wrong answer on pretest 1,30 ms,1100 KB
1792,447077,May/13/2011 19:19,tourist,B - Doctor,Delphi,Accepted,60 ms,12600 KB
1793,446358,May/13/2011 19:11,tourist,A - Magical Array,Delphi,Accepted,50 ms,4700 KB
1794,440001,May/06/2011 20:47,tourist,E - Corridor,Delphi,Accepted,130 ms,1000 KB
1795,436895,May/06/2011 19:43,tourist,C - General Mobilization,Delphi,Accepted,250 ms,100000 KB
1796,436323,May/06/2011 19:33,tourist,B - Sets,Delphi,Accepted,30 ms,1500 KB
1797,435779,May/06/2011 19:24,tourist,D - Two out of Three,Delphi,Accepted,30 ms,28400 KB
1798,434974,May/06/2011 19:12,tourist,B - Sets,Delphi,Skipped,30 ms,1500 KB
1799,434354,May/06/2011 19:03,tourist,A - Double Cola,Delphi,Accepted,30 ms,900 KB
1800,401718,Apr/19/2011 21:12,tourist,C - Beavermuncher-0xFF,Delphi,Accepted,130 ms,65600 KB
1801,399134,Apr/19/2011 20:03,tourist,D - Domino Carpet,Delphi,Accepted,50 ms,2000 KB
1802,397610,Apr/19/2011 19:34,tourist,B - Falling Anvils,Delphi,Hacked,30 ms,800 KB
1803,397530,Apr/19/2011 19:33,tourist,B - Falling Anvils,Delphi,Hacked,10 ms,800 KB
1804,396904,Apr/19/2011 19:23,tourist,A - Heroes,Delphi,Accepted,50 ms,800 KB
1805,392379,Apr/15/2011 20:50,tourist,D - Hanger,GNU C++,Accepted,340 ms,19600 KB
1806,392085,Apr/15/2011 20:36,tourist,D - Hanger,GNU C++,Skipped,30 ms,6600 KB
1807,391314,Apr/15/2011 20:03,tourist,C - Chessboard Billiard,Delphi,Accepted,30 ms,800 KB
1808,391186,Apr/15/2011 19:58,tourist,E - Shift It!,Delphi,Accepted,30 ms,1000 KB
1809,389940,Apr/15/2011 19:18,tourist,B - Train,Delphi,Accepted,30 ms,1000 KB
1810,388976,Apr/15/2011 19:02,tourist,A - Room Leader,Delphi,Accepted,10 ms,800 KB
1811,380317,Apr/12/2011 18:20,tourist,F - Tourist,Delphi,Accepted,90 ms,4400 KB
1812,380153,Apr/12/2011 18:09,tourist,E - Points,Delphi,Accepted,50 ms,1100 KB
1813,380057,Apr/12/2011 18:00,tourist,D - Plus and xor,FPC,Accepted,30 ms,1000 KB
1814,380024,Apr/12/2011 17:57,tourist,D - Plus and xor,Delphi,Wrong answer on test 11,10 ms,800 KB
1815,379997,Apr/12/2011 17:54,tourist,C - Mutation,Delphi,Accepted,1030 ms,90400 KB
1816,379980,Apr/12/2011 17:53,tourist,C - Mutation,Delphi,Wrong answer on test 3,30 ms,90100 KB
1817,379847,Apr/12/2011 17:42,tourist,C - Mutation,Delphi,Wrong answer on test 2,30 ms,90000 KB
1818,379575,Apr/12/2011 17:17,tourist,B - Mice,Delphi,Accepted,60 ms,2000 KB
1819,379437,Apr/12/2011 17:03,tourist,A - Gift,Delphi,Accepted,310 ms,1600 KB
1820,379425,Apr/12/2011 17:03,tourist,A - Gift,Delphi,Wrong answer on test 5,10 ms,1600 KB
1821,379402,Apr/12/2011 17:01,tourist,A - Gift,Delphi,Wrong answer on test 4,30 ms,1600 KB
1822,376402,Apr/10/2011 15:38,tourist,F - Plane of Tanks,Delphi,Runtime error on test 16,690 ms,900 KB
1823,376007,Apr/10/2011 14:23,tourist,F - Plane of Tanks,Delphi,Runtime error on test 16,690 ms,900 KB
1824,375099,Apr/10/2011 13:37,tourist,B - Need For Brake,Delphi,Accepted,520 ms,34000 KB
1825,374698,Apr/10/2011 13:19,tourist,D - FreeDiv,Delphi,Accepted,560 ms,33100 KB
1826,374374,Apr/10/2011 13:04,tourist,B - Need For Brake,Delphi,Wrong answer on pretest 4,10 ms,31400 KB
1827,374570,Apr/10/2011 12:37,tourist,E - Morrowindows,Delphi,Accepted,60 ms,5200 KB
1828,373647,Apr/10/2011 12:37,tourist,E - Morrowindows,Delphi,Wrong answer on pretest 5,31 ms,4300 KB
1829,373031,Apr/10/2011 12:15,tourist,C - LionAge II,Delphi,Accepted,90 ms,2600 KB
1830,372713,Apr/10/2011 12:03,tourist,A - The Elder Trolls IV: Oblivon,Delphi,Accepted,30 ms,900 KB
1831,334436,Mar/13/2011 20:54,tourist,C - Sequence of Balls,Delphi,Accepted,300 ms,64600 KB
1832,334088,Mar/13/2011 20:36,tourist,C - Sequence of Balls,Delphi,Skipped,10 ms,63800 KB
1833,333977,Mar/13/2011 20:30,tourist,E - Save the City!,Delphi,Accepted,30 ms,900 KB
1834,333780,Mar/13/2011 20:22,tourist,E - Save the City!,Delphi,Skipped,10 ms,900 KB
1835,333379,Mar/13/2011 20:06,tourist,B - Restoration of the Permutation,Delphi,Accepted,30 ms,800 KB
1836,332980,Mar/13/2011 19:48,tourist,D - Optical Experiment,Delphi,Accepted,470 ms,16500 KB
1837,332655,Mar/13/2011 19:37,tourist,A - Partial Teacher,Delphi,Accepted,30 ms,900 KB
1838,305881,Feb/25/2011 20:24,tourist,C - Inquisition,Delphi,Accepted,60 ms,900 KB
1839,304933,Feb/25/2011 19:55,tourist,D - Wormhouse,Delphi,Accepted,30 ms,900 KB
1840,303176,Feb/25/2011 19:14,tourist,B - Tyndex.Brome,Delphi,Accepted,80 ms,21600 KB
1841,302385,Feb/25/2011 19:02,tourist,A - A Student's Dream,Delphi,Accepted,30 ms,800 KB
1842,294082,Feb/21/2011 19:28,tourist,E - Prime Segment,Tcl,Accepted,310 ms,2300 KB
1843,293935,Feb/21/2011 19:21,tourist,D - Presents,Tcl,Accepted,50 ms,2300 KB
1844,293796,Feb/21/2011 19:13,tourist,C - Table,Tcl,Accepted,50 ms,2300 KB
1845,293669,Feb/21/2011 19:04,tourist,B - Expression,Tcl,Accepted,50 ms,2300 KB
1846,293654,Feb/21/2011 19:03,tourist,A - Factorial,Tcl,Accepted,30 ms,2300 KB
1847,291432,Feb/19/2011 21:57,tourist,C - Mushroom Strife,Delphi,Accepted,30 ms,4800 KB
1848,290338,Feb/19/2011 20:19,tourist,C - Mushroom Strife,Delphi,Runtime error on test 13,30 ms,4800 KB
1849,289984,Feb/19/2011 20:00,tourist,E - Mushroom Gnomes,Delphi,Accepted,230 ms,4700 KB
1850,289434,Feb/19/2011 19:37,tourist,D - Savior,Delphi,Accepted,1410 ms,206300 KB
1851,289425,Feb/19/2011 19:37,tourist,D - Savior,Delphi,Wrong answer on pretest 1,1050 ms,206400 KB
1852,288636,Feb/19/2011 19:16,tourist,B - Serial Time!,Delphi,Accepted,30 ms,1300 KB
1853,288077,Feb/19/2011 19:02,tourist,A - Where Are My Flakes?,Delphi,Accepted,30 ms,800 KB
1854,262995,Jan/25/2011 19:36,tourist,D - Journey,Delphi,Accepted,60 ms,1800 KB
1855,262068,Jan/25/2011 19:11,tourist,C - Array,Delphi,Accepted,50 ms,2400 KB
1856,261938,Jan/25/2011 19:07,tourist,B - Martian Architecture,Delphi,Accepted,160 ms,2000 KB
1857,261913,Jan/25/2011 19:06,tourist,B - Martian Architecture,Delphi,Wrong answer on pretest 4,10 ms,2000 KB
1858,261854,Jan/25/2011 19:03,tourist,A - Square Earth?,Delphi,Accepted,30 ms,800 KB
1859,181132,Dec/30/2010 17:48,tourist,E - Number Table,Delphi,Accepted,50 ms,800 KB
1860,234330,Dec/28/2010 22:04,tourist,F - Caterpillar,Delphi,Accepted,50 ms,64400 KB
1861,233117,Dec/28/2010 20:32,tourist,F - Caterpillar,Delphi,Wrong answer on test 29,30 ms,64400 KB
1862,232373,Dec/28/2010 19:53,tourist,E - Pentagon,Delphi,Accepted,4340 ms,8700 KB
1863,231965,Dec/28/2010 19:35,tourist,D - Geometrical problem,Delphi,Accepted,30 ms,1200 KB
1864,231526,Dec/28/2010 19:16,tourist,C - Three Base Stations,Delphi,Accepted,80 ms,3100 KB
1865,231286,Dec/28/2010 19:07,tourist,B - bHTML Tables Analisys,Delphi,Accepted,30 ms,900 KB
1866,231222,Dec/28/2010 19:03,tourist,A - Cheaterius's Problem,Delphi,Accepted,30 ms,800 KB
1867,227503,Dec/20/2010 20:03,tourist,C - Happy Farm 5,Delphi,Accepted,60 ms,2400 KB
1868,227374,Dec/20/2010 19:57,tourist,D - Bombing,Delphi,Accepted,50 ms,800 KB
1869,227046,Dec/20/2010 19:39,tourist,E - Square Equation Roots,Delphi,Accepted,300 ms,39900 KB
1870,226131,Dec/20/2010 19:24,tourist,B - Choosing Symbol Pairs,Delphi,Accepted,30 ms,1000 KB
1871,225875,Dec/20/2010 19:21,tourist,A - Domino piling,Delphi,Accepted,30 ms,800 KB
1872,208902,Dec/05/2010 12:22,tourist,F - Hercule Poirot Problem,Delphi,Accepted,30 ms,1200 KB
1873,208494,Dec/05/2010 12:06,tourist,G - Emperor's Problem,Delphi,Accepted,50 ms,2100 KB
1874,208228,Dec/05/2010 11:56,tourist,G - Emperor's Problem,Delphi,Wrong answer on test 17,30 ms,2100 KB
1875,206944,Dec/05/2010 11:20,tourist,D - Parking Lot,Delphi,Accepted,80 ms,4700 KB
1876,206566,Dec/05/2010 11:13,tourist,E - Comb,Delphi,Accepted,310 ms,36500 KB
1877,206251,Dec/05/2010 11:09,tourist,A - Ball Game,Delphi,Accepted,30 ms,800 KB
1878,206222,Dec/05/2010 11:08,tourist,B - T-shirts from Sponsor,Delphi,Accepted,30 ms,800 KB
1879,206176,Dec/05/2010 11:04,tourist,C - Hamsters and Tigers,Delphi,Accepted,30 ms,800 KB
1880,196107,Nov/23/2010 12:39,Gennady Korotkevich: tourist,F - Goats and Wolves,Delphi,Accepted,90 ms,12000 KB
1881,198344,Nov/18/2010 20:35,tourist,B - Game of chess unfinished,Delphi,Accepted,30 ms,800 KB
1882,198036,Nov/18/2010 20:16,tourist,E - Baldman and the military,Delphi,Accepted,420 ms,83800 KB
1883,197927,Nov/18/2010 20:10,tourist,C - Safe cracking,Delphi,Accepted,30 ms,800 KB
1884,197535,Nov/18/2010 19:51,tourist,B - Game of chess unfinished,Delphi,Skipped,10 ms,800 KB
1885,197286,Nov/18/2010 19:39,tourist,D - Strange town,Delphi,Accepted,30 ms,900 KB
1886,196864,Nov/18/2010 19:21,tourist,C - Safe cracking,Delphi,Runtime error on pretest 1,10 ms,800 KB
1887,196834,Nov/18/2010 19:20,tourist,C - Safe cracking,Delphi,Runtime error on pretest 1,10 ms,800 KB
1888,196493,Nov/18/2010 19:07,tourist,A - Guilty --- to the kitchen!,Delphi,Accepted,30 ms,800 KB
1889,196485,Nov/18/2010 19:06,tourist,A - Guilty --- to the kitchen!,Delphi,Wrong answer on pretest 5,10 ms,800 KB
1890,194576,Nov/13/2010 18:07,Gennady Korotkevich: tourist,B - School,Delphi,Accepted,80 ms,31800 KB
1891,194575,Nov/13/2010 18:07,Gennady Korotkevich: tourist,B - School,Delphi,Accepted,90 ms,31800 KB
1892,194496,Nov/13/2010 17:59,Gennady Korotkevich: tourist,B - School,Delphi,Wrong answer on test 7,10 ms,31800 KB
1893,194462,Nov/13/2010 17:54,Gennady Korotkevich: tourist,B - School,Delphi,Wrong answer on test 5,30 ms,31800 KB
1894,194186,Nov/13/2010 17:25,Gennady Korotkevich: tourist,H - Road Problem,Delphi,Accepted,50 ms,42200 KB
1895,193696,Nov/13/2010 16:42,Gennady Korotkevich: tourist,F - Goats and Wolves,Delphi,Accepted,90 ms,11800 KB
1896,193320,Nov/13/2010 16:17,Gennady Korotkevich: tourist,E - Director,Delphi,Accepted,30 ms,900 KB
1897,193250,Nov/13/2010 16:11,Gennady Korotkevich: tourist,C - Dancing Lessons,Delphi,Accepted,300 ms,18800 KB
1898,193148,Nov/13/2010 16:04,Gennady Korotkevich: tourist,C - Dancing Lessons,Delphi,Wrong answer on test 11,30 ms,15700 KB
1899,193091,Nov/13/2010 16:00,Gennady Korotkevich: tourist,C - Dancing Lessons,Delphi,Wrong answer on test 11,10 ms,7400 KB
1900,193050,Nov/13/2010 15:57,Gennady Korotkevich: tourist,C - Dancing Lessons,Delphi,Wrong answer on test 10,30 ms,7400 KB
1901,192819,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,30 ms,900 KB
1902,192818,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1903,192817,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1904,192816,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1905,192814,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1906,192812,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1907,192810,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,30 ms,900 KB
1908,192809,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1909,192808,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,30 ms,900 KB
1910,192807,Nov/13/2010 15:43,Gennady Korotkevich: tourist,E - Director,Delphi,Wrong answer on test 4,10 ms,900 KB
1911,192694,Nov/13/2010 15:37,Gennady Korotkevich: tourist,G - Prime Problem,Delphi,Accepted,30 ms,800 KB
1912,192638,Nov/13/2010 15:34,Gennady Korotkevich: tourist,G - Prime Problem,Delphi,Wrong answer on test 5,10 ms,800 KB
1913,192515,Nov/13/2010 15:26,Gennady Korotkevich: tourist,J - Planting Trees,Delphi,Accepted,30 ms,900 KB
1914,192511,Nov/13/2010 15:25,Gennady Korotkevich: tourist,J - Planting Trees,Delphi,Accepted,30 ms,900 KB
1915,192510,Nov/13/2010 15:25,Gennady Korotkevich: tourist,J - Planting Trees,Delphi,Accepted,30 ms,900 KB
1916,192486,Nov/13/2010 15:24,Gennady Korotkevich: tourist,J - Planting Trees,Delphi,Wrong answer on test 3,10 ms,800 KB
1917,192327,Nov/13/2010 15:16,Gennady Korotkevich: tourist,I - TCMCF+++,Delphi,Accepted,30 ms,900 KB
1918,192238,Nov/13/2010 15:11,Gennady Korotkevich: tourist,D - Event Dates,Delphi,Accepted,30 ms,900 KB
1919,192169,Nov/13/2010 15:08,Gennady Korotkevich: tourist,A - Codecraft III,Delphi,Accepted,30 ms,900 KB
1920,183725,Nov/06/2010 16:52,Gennady Korotkevich: tourist,G - Shooting Gallery,Delphi,Accepted,3780 ms,10800 KB
1921,182668,Nov/06/2010 15:15,Gennady Korotkevich: tourist,I - Toys,Delphi,Accepted,3450 ms,117800 KB
1922,182281,Nov/06/2010 14:53,Gennady Korotkevich: tourist,J - Triminoes,Delphi,Accepted,110 ms,5800 KB
1923,182051,Nov/06/2010 14:40,Gennady Korotkevich: tourist,J - Triminoes,Delphi,Runtime error on test 11,30 ms,5800 KB
1924,181646,Nov/06/2010 14:22,Gennady Korotkevich: tourist,D - Hyperdrive,Delphi,Accepted,380 ms,900 KB
1925,181455,Nov/06/2010 14:13,Gennady Korotkevich: tourist,H - Phone Number,Delphi,Accepted,30 ms,900 KB
1926,181340,Nov/06/2010 14:09,Gennady Korotkevich: tourist,E - Anfisa the Monkey,Delphi,Accepted,50 ms,1800 KB
1927,181231,Nov/06/2010 14:05,Gennady Korotkevich: tourist,C - Holidays,Delphi,Accepted,30 ms,800 KB
1928,181199,Nov/06/2010 14:03,Gennady Korotkevich: tourist,B - Cola,Delphi,Accepted,170 ms,800 KB
1929,181168,Nov/06/2010 14:01,Gennady Korotkevich: tourist,A - Indian Summer,Delphi,Accepted,30 ms,800 KB
1930,179486,Nov/05/2010 20:19,tourist,C - Berland Square,Delphi,Accepted,30 ms,800 KB
1931,179344,Nov/05/2010 20:09,tourist,D - Interesting Sequence,Delphi,Accepted,1080 ms,54600 KB
1932,178836,Nov/05/2010 19:44,tourist,E - Number Table,Delphi,Accepted,50 ms,4800 KB
1933,178785,Nov/05/2010 19:41,tourist,E - Number Table,Delphi,Wrong answer on pretest 3,30 ms,4800 KB
1934,177740,Nov/05/2010 19:08,tourist,B - Repaintings,Delphi,Accepted,170 ms,800 KB
1935,177581,Nov/05/2010 19:03,tourist,A - Find Color,Delphi,Accepted,30 ms,800 KB
1936,173421,Oct/30/2010 17:51,tourist,H - The Great Marathon,Delphi,Accepted,720 ms,800 KB
1937,172928,Oct/30/2010 17:27,tourist,G - Queue,Delphi,Accepted,280 ms,7100 KB
1938,172301,Oct/30/2010 17:01,tourist,G - Queue,Delphi,Wrong answer on test 4,10 ms,3500 KB
1939,172197,Oct/30/2010 16:57,tourist,G - Queue,Delphi,Wrong answer on test 4,10 ms,3100 KB
1940,171950,Oct/30/2010 16:48,tourist,F - Smart Boy,Delphi,Accepted,90 ms,2200 KB
1941,170950,Oct/30/2010 16:16,tourist,E - Let's Go Rolling!,Delphi,Accepted,130 ms,800 KB
1942,170802,Oct/30/2010 16:12,tourist,D - Vasya the Architect,Delphi,Accepted,30 ms,800 KB
1943,170531,Oct/30/2010 16:06,tourist,C - Blinds,Delphi,Accepted,30 ms,800 KB
1944,170374,Oct/30/2010 16:03,tourist,B - Chess,Delphi,Accepted,30 ms,800 KB
1945,170294,Oct/30/2010 16:01,tourist,A - Army,Delphi,Accepted,30 ms,800 KB
1946,167166,Oct/25/2010 20:03,tourist,D - Lesson Timetable,Delphi,Accepted,220 ms,13900 KB
1947,166680,Oct/25/2010 19:46,tourist,C - Old Berland Language,Delphi,Accepted,30 ms,1800 KB
1948,166322,Oct/25/2010 19:34,tourist,D - Lesson Timetable,Delphi,Wrong answer on pretest 3,30 ms,13900 KB
1949,165840,Oct/25/2010 19:13,tourist,B - Computer Game,Delphi,Accepted,50 ms,2500 KB
1950,165296,Oct/25/2010 19:02,tourist,A - Towers,Delphi,Accepted,30 ms,900 KB
1951,162731,Oct/24/2010 14:38,Gennady Korotkevich: tourist,K - Testing,Delphi,Accepted,550 ms,1900 KB
1952,162668,Oct/24/2010 14:32,Gennady Korotkevich: tourist,K - Testing,Delphi,Wrong answer on test 12,30 ms,1900 KB
1953,162518,Oct/24/2010 14:17,Gennady Korotkevich: tourist,K - Testing,Delphi,Wrong answer on test 8,30 ms,1900 KB
1954,162242,Oct/24/2010 13:47,Gennady Korotkevich: tourist,I - Tram,Delphi,Accepted,90 ms,18100 KB
1955,162213,Oct/24/2010 13:43,Gennady Korotkevich: tourist,I - Tram,Delphi,Wrong answer on test 4,30 ms,18000 KB
1956,162039,Oct/24/2010 13:23,Gennady Korotkevich: tourist,G - Inverse Function,Delphi,Accepted,60 ms,18500 KB
1957,162034,Oct/24/2010 13:22,Gennady Korotkevich: tourist,G - Inverse Function,Delphi,Runtime error on test 1,10 ms,18600 KB
1958,161290,Oct/24/2010 12:17,Gennady Korotkevich: tourist,A - C*++ Calculations,Delphi,Accepted,30 ms,1500 KB
1959,161076,Oct/24/2010 12:02,Gennady Korotkevich: tourist,E - What Has Dirichlet Got to Do with That?,Delphi,Accepted,30 ms,2500 KB
1960,160728,Oct/24/2010 11:41,Gennady Korotkevich: tourist,C - Moon Craters,Delphi,Accepted,220 ms,17200 KB
1961,160477,Oct/24/2010 11:29,Gennady Korotkevich: tourist,F - Pacifist frogs,Delphi,Accepted,30 ms,1000 KB
1962,160253,Oct/24/2010 11:20,Gennady Korotkevich: tourist,J - Spelling Check,Delphi,Accepted,280 ms,2800 KB
1963,160186,Oct/24/2010 11:16,Gennady Korotkevich: tourist,H - Multiplication Table,Delphi,Accepted,10 ms,900 KB
1964,160156,Oct/24/2010 11:14,Gennady Korotkevich: tourist,D - Cubical Planet,Delphi,Accepted,30 ms,800 KB
1965,160145,Oct/24/2010 11:12,Gennady Korotkevich: tourist,B - Company Income Growth,Delphi,Accepted,30 ms,1600 KB
1966,143381,Oct/07/2010 19:55,tourist,E - Helper,Delphi,Accepted,190 ms,67900 KB
1967,142284,Oct/07/2010 19:23,tourist,D - Knights,Delphi,Accepted,170 ms,2000 KB
1968,141949,Oct/07/2010 19:14,tourist,C - Wonderful Randomized Sum,Delphi,Accepted,50 ms,1600 KB
1969,141731,Oct/07/2010 19:08,tourist,A - What is for dinner?,Delphi,Accepted,30 ms,1200 KB
1970,141602,Oct/07/2010 19:06,tourist,B - String Problem,Delphi,Accepted,60 ms,1200 KB
1971,123388,Sep/17/2010 21:52,tourist,E - DravDe saves the world,Delphi,Wrong answer on test 38,890 ms,900 KB
1972,123386,Sep/17/2010 21:52,tourist,E - DravDe saves the world,Delphi,Wrong answer on test 38,880 ms,900 KB
1973,123118,Sep/17/2010 20:38,tourist,E - DravDe saves the world,Delphi,Wrong answer on test 38,890 ms,900 KB
1974,122639,Sep/17/2010 19:45,tourist,"D - Don't fear, DravDe is kind",Delphi,Wrong answer on test 9,80 ms,12500 KB
1975,122374,Sep/17/2010 19:26,tourist,A - Bender Problem,Delphi,Accepted,30 ms,800 KB
1976,122318,Sep/17/2010 19:20,tourist,C - Bath Queue,Delphi,Accepted,60 ms,2600 KB
1977,122267,Sep/17/2010 19:08,tourist,B - pSort,Delphi,Accepted,30 ms,4800 KB
1978,105839,Jul/31/2010 12:15,tourist,C - Sequence of points,MS C++,Compilation error,0 ms,0 KB
1979,105838,Jul/31/2010 12:15,tourist,C - Sequence of points,GNU C++,Compilation error,0 ms,0 KB
1980,105835,Jul/31/2010 12:09,tourist,C - Sequence of points,GNU C++,Wrong answer on test 16,360 ms,17800 KB
1981,105834,Jul/31/2010 12:08,tourist,C - Sequence of points,MS C++,Compilation error,0 ms,0 KB
1982,105661,Jul/30/2010 19:39,tourist,C - Sequence of points,MS C++,Runtime error on test 4,30 ms,34300 KB
1983,105660,Jul/30/2010 19:35,tourist,C - Sequence of points,MS C++,Runtime error on test 1,380 ms,34300 KB
1984,103129,Jul/26/2010 18:29,tourist,E - Berland collider,Delphi,Accepted,470 ms,4700 KB
1985,103079,Jul/26/2010 18:27,tourist,E - Berland collider,Delphi,Wrong answer on test 4,10 ms,4700 KB
1986,103050,Jul/26/2010 18:26,tourist,E - Berland collider,Delphi,Wrong answer on test 4,30 ms,4700 KB
1987,101328,Jul/26/2010 17:18,tourist,C - Sequence of points,Delphi,Accepted,60 ms,5500 KB
1988,101176,Jul/26/2010 17:10,tourist,A - Ring road,Delphi,Accepted,10 ms,900 KB
1989,101112,Jul/26/2010 17:07,tourist,B - F1 Champions,Delphi,Accepted,30 ms,900 KB
1990,99402,Jul/09/2010 20:59,tourist,C - Oranges and Apples,Delphi,Wrong answer on test 6,160 ms,6300 KB
1991,99377,Jul/09/2010 20:58,tourist,C - Oranges and Apples,Delphi,Presentation error on test 2,160 ms,6300 KB
1992,99164,Jul/09/2010 20:48,tourist,D - Tetragon,Delphi,Wrong answer on test 2,2020 ms,900 KB
